"memory","rt","is_old_chosen","is_old","column5","column6","column7","column8","column9","column10","participant_code","is_self","is_surprise"
"memory",3000,3,-1,800,230,-230,0,35,59,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1672,1,1,500,230,-230,1,43,72,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1786,1,1,650,-230,230,1,44,51,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1365,1,1,950,-230,230,1,8,59,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1435,1,1,800,-230,230,1,17,97,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1174,1,1,650,-230,230,1,47,73,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1722,1,1,950,230,-230,1,37,62,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2178,1,1,950,-230,230,1,28,96,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1330,1,1,1100,-230,230,1,44,57,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1929,1,1,950,230,-230,1,6,96,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1959,1,1,500,-230,230,1,10,76,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1611,1,1,500,230,-230,1,39,75,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2362,1,1,500,-230,230,1,4,59,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1802,1,1,950,230,-230,1,36,56,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2089,1,1,500,-230,230,1,33,70,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2477,1,1,500,230,-230,1,42,76,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1019,1,1,650,230,-230,1,8,57,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1325,1,1,650,230,-230,1,31,79,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1509,1,1,650,230,-230,1,47,73,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1670,1,1,1100,-230,230,1,7,79,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",3000,3,-1,500,-230,230,0,34,80,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2879,1,1,650,-230,230,1,1,97,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1923,1,1,500,-230,230,1,20,78,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1308,1,1,950,-230,230,1,47,52,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2909,1,1,500,-230,230,1,45,73,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2222,1,1,650,230,-230,1,21,84,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2197,2,2,650,-230,230,0,13,73,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1191,1,1,950,230,-230,1,21,73,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1635,1,1,800,-230,230,1,25,74,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1665,1,1,650,-230,230,1,46,63,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",3000,3,-1,800,-230,230,0,38,100,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1162,1,1,950,-230,230,1,7,67,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1664,1,1,500,-230,230,1,49,65,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",3000,3,-1,1100,230,-230,0,23,69,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1642,1,1,800,-230,230,1,48,67,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1320,1,1,1100,-230,230,1,48,70,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1553,1,1,950,-230,230,1,9,92,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1117,1,1,500,-230,230,1,50,73,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1871,1,1,500,230,-230,1,47,88,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1920,1,1,800,-230,230,1,7,80,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1199,1,1,950,-230,230,1,44,63,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1564,1,1,1100,230,-230,1,4,70,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2344,1,1,950,230,-230,1,41,53,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2135,1,1,800,230,-230,1,28,55,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2542,2,2,800,-230,230,0,1,51,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",3000,3,-1,650,-230,230,0,11,88,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",2805,2,2,800,-230,230,0,24,88,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1612,1,1,800,230,-230,1,4,55,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1282,1,1,500,230,-230,1,49,99,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1945,1,1,950,-230,230,1,30,90,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",3000,3,-1,800,230,-230,0,35,59,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
"memory",1672,1,1,500,230,-230,1,43,72,"ST_CE_1960_04_23_403_f","STRANGER","SURPRISE"
